com.samsung.shealth.stand_day_summary,7006003,2
create_sh_ver,stand_time,modify_sh_ver,update_time,create_time,deviceuuid,pkg_name,datauuid,day_time
,0,,2021-05-16 03:20:40.203,2021-05-15 18:30:03.554,S7Wp0spWno,com.sec.android.app.shealth,21be3e18-b263-af48-d3a0-627105562bfa,2021-05-16 00:00:00.000,
,1048576,,2021-06-09 15:01:30.283,2021-06-08 18:30:03.709,S7Wp0spWno,com.sec.android.app.shealth,0ba91894-2c09-afd4-95f1-efe4eb4acc3c,2021-06-09 00:00:00.000,
,0,,2021-06-01 18:30:04.586,2021-06-01 18:30:04.586,S7Wp0spWno,com.sec.android.app.shealth,1b525e15-dff2-09fa-cb08-956ae153b2e5,2021-06-02 00:00:00.000,
,0,,2021-06-06 18:30:03.742,2021-06-06 18:30:03.742,S7Wp0spWno,com.sec.android.app.shealth,502d2e82-23b6-7e3b-aab3-9e76531f19d0,2021-06-07 00:00:00.000,
,0,,2021-06-09 18:30:04.771,2021-06-09 18:30:04.771,S7Wp0spWno,com.sec.android.app.shealth,76639d8b-63ef-e925-5daf-67b0fa1fa100,2021-06-10 00:00:00.000,
,0,,2021-05-18 18:30:04.839,2021-05-18 18:30:04.839,S7Wp0spWno,com.sec.android.app.shealth,3964027e-9021-5f35-3979-789312340193,2021-05-19 00:00:00.000,
,0,,2021-06-11 18:30:03.791,2021-06-11 18:30:03.791,S7Wp0spWno,com.sec.android.app.shealth,17219f2c-10fd-83c0-9d61-f1fba64826d9,2021-06-12 00:00:00.000,
,0,,2021-05-29 18:30:34.512,2021-05-29 18:30:34.512,S7Wp0spWno,com.sec.android.app.shealth,f56f7b75-6154-625f-88b9-739796fca674,2021-05-30 00:00:00.000,
,0,,2021-05-24 18:30:42.905,2021-05-24 18:30:42.905,S7Wp0spWno,com.sec.android.app.shealth,fc18483b-74f8-abc3-fec2-3ff279d3a2b4,2021-05-25 00:00:00.000,
,0,,2021-05-20 18:30:04.745,2021-05-20 18:30:04.745,S7Wp0spWno,com.sec.android.app.shealth,854882cb-dd38-5d83-7932-9134d0871d8e,2021-05-21 00:00:00.000,
,4194304,,2021-05-28 17:25:55.243,2021-05-27 18:30:20.997,S7Wp0spWno,com.sec.android.app.shealth,d6ed861e-a011-ca20-8b7e-42ec6dced7de,2021-05-28 00:00:00.000,
,0,,2021-06-10 18:30:05.019,2021-06-10 18:30:05.019,S7Wp0spWno,com.sec.android.app.shealth,4272b092-833f-9ffd-f3b6-1eb5d947d108,2021-06-11 00:00:00.000,
,0,,2021-05-28 18:31:25.572,2021-05-28 18:31:25.572,S7Wp0spWno,com.sec.android.app.shealth,4bf00c9c-f8b6-32c8-0eee-9e69b9702793,2021-05-29 00:00:00.000,
,0,,2021-05-23 18:31:11.437,2021-05-23 18:31:11.437,S7Wp0spWno,com.sec.android.app.shealth,5f4e539f-7d1a-78b5-05dd-2262346a4897,2021-05-24 00:00:00.000,
,0,,2021-06-03 18:30:03.520,2021-06-03 18:30:03.520,S7Wp0spWno,com.sec.android.app.shealth,cc3f9f6b-f888-4395-fae3-5d8ec74356b7,2021-06-04 00:00:00.000,
,0,,2021-06-07 18:30:04.969,2021-06-07 18:30:04.969,S7Wp0spWno,com.sec.android.app.shealth,2e5804c8-e53a-82e4-b20a-1152cbe48c7b,2021-06-08 00:00:00.000,
,0,,2021-05-26 18:30:45.923,2021-05-26 18:30:45.923,S7Wp0spWno,com.sec.android.app.shealth,d8a5c132-bc94-14b9-0a4e-d638308d3009,2021-05-27 00:00:00.000,
,0,,2021-05-17 18:30:03.714,2021-05-17 18:30:03.714,S7Wp0spWno,com.sec.android.app.shealth,44acda82-e76b-738e-c3d8-93711a58e4f5,2021-05-18 00:00:00.000,
,0,,2021-05-30 18:31:17.390,2021-05-30 18:31:17.390,S7Wp0spWno,com.sec.android.app.shealth,44704609-e99f-d1aa-5069-fd153a10860a,2021-05-31 00:00:00.000,
,0,,2021-05-19 18:30:05.137,2021-05-19 18:30:05.137,S7Wp0spWno,com.sec.android.app.shealth,05781b37-b9f0-ad79-602b-8052bfcd4009,2021-05-20 00:00:00.000,
,0,,2021-05-25 18:31:22.579,2021-05-25 18:31:22.579,S7Wp0spWno,com.sec.android.app.shealth,fedd945c-1804-4628-6963-b2518174a42a,2021-05-26 00:00:00.000,
,0,,2021-05-22 18:31:16.263,2021-05-22 18:31:16.260,S7Wp0spWno,com.sec.android.app.shealth,32fc5922-646a-33b5-5c71-0a0d7aa8081d,2021-05-23 00:00:00.000,
,0,,2021-06-05 18:30:04.953,2021-06-05 18:30:04.953,S7Wp0spWno,com.sec.android.app.shealth,e9dea39f-f71e-e990-6192-e42477224d79,2021-06-06 00:00:00.000,
,10485760,,2021-05-15 17:45:54.362,2021-05-14 18:30:04.787,S7Wp0spWno,com.sec.android.app.shealth,da0147ee-682b-eb54-c748-c275e08b84e1,2021-05-15 00:00:00.000,
,0,,2021-06-02 18:30:03.616,2021-06-02 18:30:03.616,S7Wp0spWno,com.sec.android.app.shealth,4b51dd8d-e8b1-26ed-b79b-00f91a13a055,2021-06-03 00:00:00.000,
,0,,2021-05-31 18:30:03.989,2021-05-31 18:30:03.989,S7Wp0spWno,com.sec.android.app.shealth,bb229237-463f-20e8-8335-a77e159f237e,2021-06-01 00:00:00.000,
,0,,2021-05-16 18:30:04.587,2021-05-16 18:30:04.587,S7Wp0spWno,com.sec.android.app.shealth,09562a77-131b-cd43-5f23-433e8700b1bd,2021-05-17 00:00:00.000,
,0,,2021-06-04 18:30:04.671,2021-06-04 18:30:04.671,S7Wp0spWno,com.sec.android.app.shealth,0d95f6d6-2cd3-6286-45d7-7d1261669619,2021-06-05 00:00:00.000,
,0,,2021-05-21 18:30:09.581,2021-05-21 18:30:09.580,S7Wp0spWno,com.sec.android.app.shealth,4956339f-0bf6-01f6-ef23-2e49a13d7987,2021-05-22 00:00:00.000,
