com.samsung.shealth.calories_burned.details,7006003,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,efda2715-52bf-4ffb-b60f-4a6906ce75fb.extra_data.json,,,,0.0,5948544,1499.4923,,2019-10-24 08:26:17.386,2019-10-24 08:24:47.395,300.86993,e/aPUWpNiJ,com.sec.android.app.shealth,efda2715-52bf-4ffb-b60f-4a6906ce75fb,2019-10-17 00:00:00.000,
,,d9a0f87b-7541-44a2-850e-2e584615cfc6.extra_data.json,,,,0.0,528529,1600.5132,,2019-10-24 08:26:07.298,2019-10-24 08:24:45.285,26.369999,e/aPUWpNiJ,com.sec.android.app.shealth,d9a0f87b-7541-44a2-850e-2e584615cfc6,2019-10-12 00:00:00.000,
,,fa34bff0-6bf4-4ac6-957e-6705b5f92baf.extra_data.json,,,,0.0,1098949,1589.8813,,2019-11-14 12:51:26.699,2019-10-27 18:31:33.645,51.820004,e/aPUWpNiJ,com.sec.android.app.shealth,fa34bff0-6bf4-4ac6-957e-6705b5f92baf,2019-10-28 00:00:00.000,
,,4c0f6aa1-cbc3-4b6e-860d-fa61b5475835.extra_data.json,,,,0.0,1204468,1587.9147,,2019-11-14 12:51:26.663,2019-10-27 18:31:27.782,58.590004,e/aPUWpNiJ,com.sec.android.app.shealth,4c0f6aa1-cbc3-4b6e-860d-fa61b5475835,2019-10-27 00:00:00.000,
,,e912d81a-799d-4180-9ced-1485c4aff803.extra_data.json,,,,0.0,3470426,1545.6807,,2019-11-14 12:51:27.274,2019-11-14 12:50:51.928,171.80898,e/aPUWpNiJ,com.sec.android.app.shealth,e912d81a-799d-4180-9ced-1485c4aff803,2019-11-13 00:00:00.000,
,,acd80e5b-208f-4275-acff-c78dfd519df7.extra_data.json,,,,0.0,3863136,1538.3611,,2019-11-14 12:51:26.779,2019-11-14 12:50:51.289,199.16995,e/aPUWpNiJ,com.sec.android.app.shealth,acd80e5b-208f-4275-acff-c78dfd519df7,2019-10-31 00:00:00.000,
,,451d8e6a-8228-44c5-8bb3-19bc35fe1485.extra_data.json,,,,0.0,1415440,1583.9824,,2019-11-14 12:51:26.754,2019-11-14 12:50:51.249,74.219,e/aPUWpNiJ,com.sec.android.app.shealth,451d8e6a-8228-44c5-8bb3-19bc35fe1485,2019-10-30 00:00:00.000,
,,8244ee8c-b6c3-4ebd-8a72-fc49284c9268.extra_data.json,,,,0.0,3586170,1543.5234,,2019-11-14 12:51:27.062,2019-11-14 12:50:51.553,179.38005,e/aPUWpNiJ,com.sec.android.app.shealth,8244ee8c-b6c3-4ebd-8a72-fc49284c9268,2019-11-08 00:00:00.000,
,,92e0fb3b-9f9e-48f3-89a4-6c2223ae0800.extra_data.json,,,,0.0,4121993,1533.5365,,2019-11-14 12:51:26.951,2019-11-14 12:50:51.480,209.94003,e/aPUWpNiJ,com.sec.android.app.shealth,92e0fb3b-9f9e-48f3-89a4-6c2223ae0800,2019-11-06 00:00:00.000,
,,b0794032-2959-4497-89ee-6ed3d4eb8c28.extra_data.json,,,,0.0,3672907,1541.9067,,2019-11-14 12:51:26.905,2019-11-14 12:50:51.455,190.73102,e/aPUWpNiJ,com.sec.android.app.shealth,b0794032-2959-4497-89ee-6ed3d4eb8c28,2019-11-05 00:00:00.000,
